"Ability_Level","School_Size","Childhood_SES"
0.304015533581313,0.468057578612011,0.428054546304734
-0.288518047781456,1.50607840745686,0.945196600575196
0.426776741631753,1.59329299648527,1.82274871954129
0.552136139559175,-0.494947967620782,0.553481379211938
0.062409510500377,-0.450024196460169,0.403736040399989
1.21285250794697,0.510874919463435,1.42069627310262
0.795559117369912,0.520388706066782,1.19934826173495
0.360042806400832,0.453827269064139,0.638903117603184
0.518186342135908,-0.311826097561071,0.744126230531241
-0.553270634053724,1.06327815923107,0.0342716649397167
0.334713096362465,0.409244239737103,1.07957054818841
-0.189787100151134,0.432574803316781,0.00998791781280729
-1.915432769081,0.60492923723416,0.480365957472152
-0.105856590595144,-1.55971392090143,0.311956111835292
-0.718717196872372,0.262717403729387,0.8208375462078
0.0212789075917166,-0.171148532537826,0.125193683531305
-1.07482068322944,-0.101638430017963,0.861609184732671
0.969946145693596,1.22725240596791,1.00007987180168
-0.257271212932464,0.293884049164525,0.754815135403876
0.175347908140006,-0.0391058047376692,1.43373824238932
-0.00124767072946941,2.66129653959443,1.32856671077173
-0.5706123021548,0.405105218794793,0.192962518159322
0.0849320689466607,1.3948587664198,0.14981283517363
0.953241185551583,0.957529572881694,1.3814325958441
-1.78461724160771,1.01281923805059,-0.109785377161091
0.171257076063528,-1.38421730549847,0.0490498604982212
-1.96955359655714,1.78473690314478,-0.000469435607191121
-1.90091459787235,-0.190919837667315,0.0929817151000186
-1.56355600817731,-0.0685573635315176,0.271491982311227
0.877854642798936,-0.673226784970097,-0.519709029426907
1.18249361470826,-0.69402578891581,-0.267434191696926
1.1358752495809,0.537202532553507,0.797597117533843
0.935222285369491,0.511547734826739,0.690513875457886
-1.37782111963563,0.668317232422371,1.05135075573491
0.523459404974439,-0.61800195590837,0.271590071493673
-1.03133728678429,-0.56129492141495,0.625029962185819
-0.214052304272822,-1.49627054953772,-0.291278767614042
0.0443808572044374,1.2230367961364,1.13777955125367
1.61439784218188,-0.523386476675605,1.54595987707843
0.944880220816127,1.22356029100493,1.63698909024282
0.767942701634876,0.746671169867682,1.11481067457486
0.626777794473568,0.58398625841912,-0.557406403949938
-0.549760709298828,0.697590748884847,-0.438283598849204
1.01229715076524,0.396114724116668,1.03785892347183
-0.902309700516347,0.496686855794581,-1.51708222498839
1.48182211011681,1.21762347657574,1.68479455098778
1.07187591113477,-0.250918268968082,1.12846894943248
0.51433573337805,-0.0864753660176094,1.2688486112382
1.00383290561479,-0.0805324001825883,1.22293515609694
0.131392550256987,-0.0250998653102808,1.57373877236075
0.712759951842927,0.0285832287219841,0.532658174929015
0.0423021266319437,-0.0808281283734026,0.176219503513864
-1.39476990219091,-0.578298355255424,-0.176837143771401
-0.786698156776207,0.987912514873998,-0.614863650360218
1.80919096807597,-1.96681551289746,1.33600823715223
0.821558562950606,-1.96024182321369,1.39057591225971
0.636663921633638,-1.87760572931215,0.192273433362457
1.20892418952805,0.695384408646566,0.348091937150391
-1.16901770435794,-0.298978047742299,-0.802078967193573
0.537941116740022,-1.73298026040903,-0.741450111199221
-0.55115372636926,0.350949658857069,-1.83671337591557
-1.135350664387,0.275277402254971,-0.863361307542136
-1.00036312251116,-0.759765731033726,0.00769435615015657
0.203637538167335,-0.797081348932606,-0.200420230784797
0.188139927494896,-0.790628977113635,-0.200501698214779
-0.353642517411661,-0.263200086897184,0.305632137455279
-0.208777603468249,-0.242359041290211,0.238753213879546
1.18183517230988,-0.161048818064734,1.0780142241754
0.00741881955453522,-0.238698150393679,-0.682613076635655
-1.6410779481544,-0.989069290415779,0.0893751725244266
-0.0553542449522857,-1.04838836168355,0.591440231603982
0.727953845178817,-1.47914759700275,0.133769390437091
0.0100066451491965,-1.53975500490515,-0.347365777041103
-1.06162748081281,-1.47847937642979,0.0545854372042827
0.458086407159833,-1.47237501157338,0.762881388997443
-1.32755182706198,-1.49792410868709,-0.378637246283054
-1.76499216813875,0.590697056844997,0.560446179759755
0.766663781928421,0.634169676002394,1.38892029673726
0.602801801117488,-0.670432639432971,0.293246231041045
-1.3017482371963,-0.712340911318113,-0.876204170946244
-0.387853840090979,-0.680163051443089,0.0158343833381127
-0.739944110951248,-0.587597645185309,-0.16917647562918
-0.0379149355549186,-0.886466548587238,0.0998670503036229
0.25756146058573,-0.614279682867926,0.363400635818305
0.686979812984883,-1.80407163174332,0.683231621908893
-0.168126807848708,-1.50708175317118,-0.917961277229199
-1.51161818107196,-0.871913898292371,-0.10154982608557
1.21433644915694,-1.12119583483303,1.14746381143805
1.66147874535382,0.062371172304848,0.87801995313608
-0.364030927148066,-0.520512951237085,-1.62727276720769
0.0750420642476727,-1.17243232567752,-0.0865519200696552
-0.453545437958522,-2.01832394719645,-0.0135459503314397
1.02578463256971,-2.13366445003931,-0.0868440819829836
1.39138014740627,-2.03759677050656,0.887513345800447
-0.0997723737448317,0.614957433151347,-2.02561202828864
2.37414678825247,0.641654111688792,-1.11492618185278
1.6323166266021,0.674876103394026,-1.17399901286036
0.723345491982528,0.707152263032818,-1.56479663813207
2.27177129076014,0.67550546156185,-1.02018252682825
2.28594403325507,0.611847937855394,-1.04309519941369
0.345056180352801,0.562216180490866,-1.36488826416643
-0.396689560260863,0.663261556715059,-1.18770020201498
2.2098531330164,0.678137550724555,-1.01663822384455
0.361417034151172,0.720926045651186,-2.36220962204769
2.07914740944771,0.646878428820916,-1.12595965943854
-0.576352096862153,0.628825697461937,-1.2752737705654
1.97650363921353,0.600685829400838,-0.930481236529344
-1.11112651573569,-0.927635246738014,-3.2832445687475
-0.76894610861063,-0.926610316517582,-3.0333212978036
-1.02230588413239,-0.979623208640155,-3.90233352804137
0.175640959779715,-0.932929232737055,-3.15290730811346
2.15560673169538,-0.126720597981388,2.05880020081777
-1.68272743453475,1.18686112226621,1.04547894028202
-1.58820962046146,1.20815356141501,1.11280291121816
-0.423670073258856,1.27504952789111,0.745003858910269
